# d4-m1 — Workflow Integration and Solution Design, multiple-response
# Targets official objectives 4.2 (research, planning, process optimisation) and
# 4.3 (solution design, development, iteration), both previously thin.
human-in-the-loop|3|2|A checkpoint has rejected two items in a year and the team is debating whether to keep it.|Look at what has escaped the review step so far|Find out whether the rejections would have mattered|Trust it, since a high approval rate suggests quality|Add a second reviewer to increase the scrutiny|Remove the step, since it rejects almost nothing|A checkpoint's value is what it prevents, so the escapes and the caught cases are the evidence rather than the approval rate.|A high rate is consistent with a good process and a useless one, adding reviewers changes it before diagnosing it, and removing it discards a possibly working control.
human-in-the-loop|4|2|A sign-off sits with a manager who does not read the technical content they are signing.|Move the approval to someone able to evaluate it|An approval without competence is a signature, not a control|Train the current approver over the coming months|Give the approver a checklist to work through instead|Remove the step, since the approval means nothing|Oversight requires the capacity to judge, so the fix is to put the approval where that judgement already exists.|Training is slower than reassignment, a checklist substitutes procedure for judgement, and removing it loses a control that should exist somewhere.
failure-modes|2|2|A team is asked what their workflow should do with an input it cannot handle.|Stop and tell a person, rather than produce a result|Make the failure visible rather than a silent one|Produce the best result it can from what it received|Skip that input and continue with the remaining ones|Retry the input until it eventually goes through|An input with no correct output should halt visibly, because a plausible answer to an unhandleable input is the most expensive failure available.|A best effort produces exactly that failure, silent skipping loses work unnoticed, and retrying a structurally bad input never succeeds.
failure-modes|3|2|A workflow has a fallback branch that no input has ever triggered since it was written.|Test it deliberately, since it is untested behaviour|Recognise that time elapsed is not evidence it works|Remove it, since eighteen months suggests it is unused|Assume it will work when it is eventually needed|Rewrite it to cover a wider range of failures|Untested behaviour stays untested however long it sits there, and the first real failure is the worst moment to discover it does not work.|Absence of firing is not evidence of redundancy, assuming it works is the risk, and widening scope adds more untested behaviour.
failure-modes|4|2|A team must choose between a workflow that fails loudly and stops, and one that continues degraded.|Compare what a wrong result costs against a stopped process|Let the process's own tolerance decide between them|Always fail loudly, since silent degradation is dangerous|Always continue, since stopping disrupts everyone downstream|Fail loudly in testing and continue quietly in production|Both behaviours are defensible and the right one depends on what the surrounding process can absorb, which makes the cost comparison the decision.|Absolute rules ignore the process, and differing between test and production is exactly where the untested path lives.
handoffs|2|2|A workflow passes output to a colleague who has no context for what was asked.|Pass the original request along with the output|Give the receiver what they need to judge the work|Ask the colleague to request context when they need it|Add a note describing the output's general purpose|Have the colleague run the workflow themselves instead|A handoff works when the receiver can evaluate what they have been given, and the request is what makes the output interpretable.|On-demand context adds a round trip every time, a general note is not the specific request, and moving the work is heavier than the gap requires.
handoffs|3|2|One team changes its output layout and the team downstream finds their step has broken.|Write the interface down as an agreement between them|Treat it as a shared commitment rather than one side's choice|Let the sending team decide, since they produce it|Let the receiving team decide, since they consume it|Support both formats so neither team has to change|An interface between two teams is a joint commitment, and writing it down is what stops it drifting whenever either side changes.|Unilateral decisions recreate the dispute, and supporting both doubles the surface that has to keep working.
measuring-value|2|2|A team is asked at a review whether the effort they put into a workflow has paid off.|Compare the outcome it targets before and after|Include the effort spent building and maintaining it|Report how many items the workflow has processed|Report how many people on the team now use it|Report how much time the team believes it saves|Value is a change in the targeted outcome set against the full cost, which is what makes the case rather than describing activity.|Volume measures activity, adoption measures uptake, and a believed saving is an impression rather than a measurement.
measuring-value|3|2|A trial with three volunteers looked transformative and the department-wide numbers are flat.|Look at how the pilot group differed from everyone else|Expect self-selected participants to outperform|Conclude the pilot must have been measured incorrectly|Roll back, since the benefit did not reproduce|Extend the rollout period until the benefit appears|Pilots run with motivated people on selected work, so the difference between that group and the rest is usually the whole explanation.|Measurement error is one hypothesis among several, rolling back discards the question, and more time does not change who is using it.
measuring-value|4|2|A change made the finance team faster and the operations team slower by about the same.|Measure the process end to end rather than per team|Ask whether cost moved rather than actually reduced|Report the improvement, since it is real for that team|Report both sets of numbers and leave it there|Reverse the change, since it clearly made things worse|A gain beside a loss elsewhere is usually cost relocating, and only an end-to-end view distinguishes that from value created.|Reporting one side is the error, reporting both without combining leaves the question open, and reversing assumes the answer.
repeatability|3|2|An auditor may ask a team to reproduce a quarterly figure long after it was produced.|Record the prompt, the inputs and the settings used|Recognise the output as the thing being reproduced|Record the output so it can be compared later on|Ask the same person to run it again next year|Note the date on which it was most recently run|Reproducibility means capturing everything that determined the run, because the output is the result rather than the recipe.|The same person cannot recall the settings, and a date records when rather than how.
team-adoption|4|2|Staff using a new workflow say it has taken the interesting part of their work away.|Take the concern seriously as a real design input|Recognise that how it lands decides whether it survives|Explain that the workflow frees them for better work|Proceed anyway, since the improvement is objectively real|Pause indefinitely until people feel differently about it|Adoption depends on the people doing the work, which makes their experience part of the design rather than an objection to be managed.|Explaining talks past the concern, proceeding on merit is how good tools get abandoned, and an indefinite pause waits for a feeling to change unaided.
